Titre,Entreprise,Ville_Clean,Departement,Type_Contrat,Salaire_Annuel_Estime,Date_Publication,URL,Description_Propre,Date_Expiration,Source
Business Analyst - Montpellier (H/F),Forums Talents Handicap,Montpellier,34,CDI,,2026-02-11,https://candidat.francetravail.fr/offres/recherche/detail/8977243,"Description de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe, avec 51000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, en combinant une connaissance approfondie des secteurs d’activité et des technologies à une approche collaborative. Sopra Steria place l’humain au cœur de son action et s’engage auprès de ses clients à tirer le meilleur parti du numérique pour construire un avenir positif. En 2024, le Groupe a réalisé un chiffre d’affaires de 5,8 milliards d’euros.The world is how we shape it*Description du posteNous accompagnons des clients de différents secteurs d'activités dans leurs projets de développement.Nous réalisons les évolutions des solutions existantes, la refonte et la création de nouvelles solutions ""from scratch"". Dans ce cadre, nous recrutons des Business Analyst afin d'intégrer nos équipes.En rejoignant notre entreprise, vous avez la chance de progresser à une vitesse remarquable et d'avoir un réel impact sur les projets de nos clients. Votre rôle et vos tâches :Vous remplissez les tâches suivantes (non-exhaustif) :Vous organisez et animez des ateliers métiers (recueil de besoins fonctionnels et aide à la décision) ;Vous veillez à analyser et comprendre les besoins exprimés par les utilisateurs et les équipes métiers ;Vous rédigez la documentation fonctionnelle : user stories, spécifications fonctionnelles, cahier des charges, etc. ;Vous participez aux phases de recettes ;Vous proposez des plans d'amélioration continue basés sur la compréhension des besoins métiers du client : cartographie des flux métiers, études comparatives de solutions, etc. ;Vous travaillez en étroite collaboration avec les développeurs, tout en challengeant les solutions proposées pour créer le maximum de valeur ;Vous gérez un back log projet ;Vous participez et animez les instances de suivi de projet (Daily meeting, comité de suivi) ainsi que des sessions de Co-design.QualificationsVos compétences techniques :Indispensable : vous avez à minima 3 ans d'expérience sur un poste de Product Owner / Business Analyst.Indispensable également : vous avez des compétences techniques en matière de développement et / ou de data par exemple. Vos compétences comportementales :Vous avez le sens du service client :Vous veillez à bien comprendre les besoins de votre client afin notamment d'assurer la production de solutions conformes à ses attentes.Vous savez rechercher des solutions et faire preuve d'innovation :Vous comprenez les problématiques de votre client et plus largement sur les projets. Vous proposez systématiquement des solutions pour les surmonter.Vous avez le sens du relationnel :Vous veillez à assurer une bonne communication avec vos interlocuteurs, à bien vous comprendre, à adapter votre discours, etc.Informations supplémentairesLes avantages à nous rejoindre :Vous progressez à une vitesse remarquable grâce à la diversité de nos tâches, à nos programmes de formation et de certification ;Vous trouvez toujours une personne pour vous aider, au sein de notre Communauté Target'BA par exemple ;Vous évoluez au rythme de vos envies, grâce à l’accompagnement et aux conseils de nos managers ;Vous développez votre réseau au sein de l’entreprise et créez des relations fortes, en participant notamment aux différents événements proposés. Processus de recrutement :Premier échange téléphonique avec la Team Recrutement, afin de faire connaissance et de valider les pré-requis pour le poste ;Entretien RH avec la Team Recrutement, afin d'apprendre à encore mieux se connaître et d'échanger autour de vos compétences comportementales ;Entretien Technique avec un de nos Product Owner / Business Analyst Senior, dans le but de procéder à l'évaluation de vos compétences pour le poste.#Ingénieur #Consultant #Technico #Fonctionnel #AMOA #IT #InformatiqueEmployeur inclusif et engagé, notre société œuvre chaque jour pour lutter contre toute forme de discrimination et favoriser un environnement de travail respectueux. C’est pourquoi, attachés à la mixité et à la diversité, nous encourageons toutes les candidatures et tous les profils.https://www.soprasteria.fr/nous-connaitre/nos-engagementsEmployeur inclusif et engagé, notre société œuvre chaque jour pour lutter contre toute forme de discrimination et favoriser un environnement de travail respectueux. C’est pourquoi, attachés à la mixité et à la diversité, nous encourageons toutes les candidatures et tous les profils.https://www.soprasteria.fr/nous-connaitre/nos-engagements",,France Travail
Business Analyst - Aix-en-Provence (H/F),Forums Talents Handicap,Marseille 1er Arrondissement,13,CDI,,2026-02-11,https://candidat.francetravail.fr/offres/recherche/detail/8977241,"Description de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe, avec 51000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, en combinant une connaissance approfondie des secteurs d’activité et des technologies à une approche collaborative. Sopra Steria place l’humain au cœur de son action et s’engage auprès de ses clients à tirer le meilleur parti du numérique pour construire un avenir positif. En 2024, le Groupe a réalisé un chiffre d’affaires de 5,8 milliards d’euros.The world is how we shape it*Description du posteNous accompagnons des clients de différents secteurs d'activités (Aéroline, Défense et Sécurité, Services Publics, etc.) dans leurs projets de développement.Nous réalisons les évolutions des solutions existantes, la refonte et la création de nouvelles solutions ""from scratch"". Dans ce cadre, nous recrutons des Business Analyst afin d'intégrer nos équipes.En rejoignant notre entreprise, vous avez la chance de progresser à une vitesse remarquable et d'avoir un réel impact sur les projets de nos clients. Votre rôle et vos tâches :Vous remplissez les tâches suivantes (non-exhaustif) :Vous organisez et animez des ateliers métiers (recueil de besoins fonctionnels et aide à la décision) ;Vous veillez à analyser et comprendre les besoins exprimés par les utilisateurs et les équipes métiers ;Vous rédigez la documentation fonctionnelle : user stories, spécifications fonctionnelles, cahier des charges, etc. ;Vous participez aux phases de recettes ;Vous proposez des plans d'amélioration continue basés sur la compréhension des besoins métiers du client : cartographie des flux métiers, études comparatives de solutions, etc. ;Vous travaillez en étroite collaboration avec les développeurs, tout en challengeant les solutions proposées pour créer le maximum de valeur ;Vous gérez un back log projet ;Vous participez et animez les instances de suivi de projet (Daily meeting, comité de suivi) ainsi que des sessions de Co-design.QualificationsVos compétences techniques :Indispensable : vous avez à minima 3 ans d'expérience sur un poste de Product Owner / Business Analyst.Indispensable également : vous avez des compétences techniques en matière de développement et / ou de data par exemple. Vos compétences comportementales :Vous avez le sens du service client :Vous veillez à bien comprendre les besoins de votre client afin notamment d'assurer la production de solutions conformes à ses attentes.Vous savez rechercher des solutions et faire preuve d'innovation :Vous comprenez les problématiques de votre client et plus largement sur les projets. Vous proposez systématiquement des solutions pour les surmonter.Vous avez le sens du relationnel :Vous veillez à assurer une bonne communication avec vos interlocuteurs, à bien vous comprendre, à adapter votre discours, etc.Informations supplémentairesLes avantages à nous rejoindre :Vous progressez à une vitesse remarquable grâce à la diversité de nos tâches, à nos programmes de formation et de certification ;Vous trouvez toujours une personne pour vous aider, au sein de notre Communauté Target'BA par exemple ;Vous évoluez au rythme de vos envies, grâce à l’accompagnement et aux conseils de nos managers ;Vous développez votre réseau au sein de l’entreprise et créez des relations fortes, en participant notamment aux différents événements proposés. Processus de recrutement :Premier échange téléphonique avec la Team Recrutement, afin de faire connaissance et de valider les pré-requis pour le poste ;Entretien RH avec la Team Recrutement, afin d'apprendre à encore mieux se connaître et d'échanger autour de vos compétences comportementales ;Entretien Technique avec un de nos Product Owner / Business Analyst Senior, dans le but de procéder à l'évaluation de vos compétences pour le poste.#Ingénieur #Consultant #Technico #Fonctionnel #AMOA #IT #InformatiqueEmployeur inclusif et engagé, notre société œuvre chaque jour pour lutter contre toute forme de discrimination et favoriser un environnement de travail respectueux. C’est pourquoi, attachés à la mixité et à la diversité, nous encourageons toutes les candidatures et tous les profils.https://www.soprasteria.fr/nous-connaitre/nos-engagementsEmployeur inclusif et engagé, notre société œuvre chaque jour pour lutter contre toute forme de discrimination et favoriser un environnement de travail respectueux. C’est pourquoi, attachés à la mixité et à la diversité, nous encourageons toutes les candidatures et tous les profils.https://www.soprasteria.fr/nous-connaitre/nos-engagements",,France Travail
Business Analyst - Toulon (H/F),Forums Talents Handicap,Toulon,83,CDI,,2026-02-11,https://candidat.francetravail.fr/offres/recherche/detail/8977240,"Description de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe, avec 51000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, en combinant une connaissance approfondie des secteurs d’activité et des technologies à une approche collaborative. Sopra Steria place l’humain au cœur de son action et s’engage auprès de ses clients à tirer le meilleur parti du numérique pour construire un avenir positif. En 2024, le Groupe a réalisé un chiffre d’affaires de 5,8 milliards d’euros.The world is how we shape it*Description du posteNous accompagnons des clients de différents secteurs d'activités (Aéroline, Défense et Sécurité, Services Publics, etc.) dans leurs projets de développement.Nous réalisons les évolutions des solutions existantes, la refonte et la création de nouvelles solutions ""from scratch"". Dans ce cadre, nous recrutons des Business Analyst afin d'intégrer nos équipes.En rejoignant notre entreprise, vous avez la chance de progresser à une vitesse remarquable et d'avoir un réel impact sur les projets de nos clients. Votre rôle et vos tâches :Vous remplissez les tâches suivantes (non-exhaustif) :Vous organisez et animez des ateliers métiers (recueil de besoins fonctionnels et aide à la décision) ;Vous veillez à analyser et comprendre les besoins exprimés par les utilisateurs et les équipes métiers ;Vous rédigez la documentation fonctionnelle : user stories, spécifications fonctionnelles, cahier des charges, etc. ;Vous participez aux phases de recettes ;Vous proposez des plans d'amélioration continue basés sur la compréhension des besoins métiers du client : cartographie des flux métiers, études comparatives de solutions, etc. ;Vous travaillez en étroite collaboration avec les développeurs, tout en challengeant les solutions proposées pour créer le maximum de valeur ;Vous gérez un back log projet ;Vous participez et animez les instances de suivi de projet (Daily meeting, comité de suivi) ainsi que des sessions de Co-design.QualificationsVos compétences techniques :Indispensable : vous avez à minima 3 ans d'expérience sur un poste de Product Owner / Business Analyst.Indispensable également : vous avez des compétences techniques en matière de développement et / ou de data par exemple. Vos compétences comportementales :Vous avez le sens du service client :Vous veillez à bien comprendre les besoins de votre client afin notamment d'assurer la production de solutions conformes à ses attentes.Vous savez rechercher des solutions et faire preuve d'innovation :Vous comprenez les problématiques de votre client et plus largement sur les projets. Vous proposez systématiquement des solutions pour les surmonter.Vous avez le sens du relationnel :Vous veillez à assurer une bonne communication avec vos interlocuteurs, à bien vous comprendre, à adapter votre discours, etc.Informations supplémentairesLes avantages à nous rejoindre :Vous progressez à une vitesse remarquable grâce à la diversité de nos tâches, à nos programmes de formation et de certification ;Vous trouvez toujours une personne pour vous aider, au sein de notre Communauté Target'BA par exemple ;Vous évoluez au rythme de vos envies, grâce à l’accompagnement et aux conseils de nos managers ;Vous développez votre réseau au sein de l’entreprise et créez des relations fortes, en participant notamment aux différents événements proposés. Processus de recrutement :Premier échange téléphonique avec la Team Recrutement, afin de faire connaissance et de valider les pré-requis pour le poste ;Entretien RH avec la Team Recrutement, afin d'apprendre à encore mieux se connaître et d'échanger autour de vos compétences comportementales ;Entretien Technique avec un de nos Product Owner / Business Analyst Senior, dans le but de procéder à l'évaluation de vos compétences pour le poste.#Ingénieur #Consultant #Technico #Fonctionnel #AMOA #IT #InformatiqueEmployeur inclusif et engagé, notre société œuvre chaque jour pour lutter contre toute forme de discrimination et favoriser un environnement de travail respectueux. C’est pourquoi, attachés à la mixité et à la diversité, nous encourageons toutes les candidatures et tous les profils.https://www.soprasteria.fr/nous-connaitre/nos-engagementsEmployeur inclusif et engagé, notre société œuvre chaque jour pour lutter contre toute forme de discrimination et favoriser un environnement de travail respectueux. C’est pourquoi, attachés à la mixité et à la diversité, nous encourageons toutes les candidatures et tous les profils.https://www.soprasteria.fr/nous-connaitre/nos-engagements",,France Travail
Business Analyst H/F,Confidentiel,Saint-Ouen-sur-Seine,93,MIS,,2026-02-11,https://candidat.francetravail.fr/offres/recherche/detail/8973820,"Leader du secteur de l'électronique grand public, notre client développe et commercialise des produits et services innovants et à forte notoriété. Rattaché·e à la division en charge du Business Planning, le·la Business Analyst accompagne les équipes internes dans l'analyse et la gestion de l'ensemble des données marché, commerciales et financières. Ses principales responsabilités incluent : Assurer la bonne estimation des prix de facturation et le suivi des prix spéciaux. Construire les forecasts financiers mensuels dans le cadre des cycles de ciblage. Développer une vision précise du marché, des tendances et de la concurrence sur les familles de produits suivies. Collecter, analyser et partager les informations relatives aux points de vente dédiés (stores internes) et aux activités retail. Accompagner les équipes opérationnelles dans l'analyse des données et le pilotage de la performance. Être le·la référent·e sur les flux de données, leur qualité et leur fiabilité. Créer de nouveaux outils de reporting et optimiser les tableaux de bord existants. Proposer et développer des outils innovants facilitant le pilotage de l'activité. Participer à la conduite de projets internes en lien avec les différentes divisions, en garantissant leur mise en œuvre, leur suivi et leur communication. Ce poste de Business Analyst est une excellente opportunité pour développer vos compétences et contribuer au succès d'une organisation de renom. Postulez dès maintenant pour rejoindre notre client !",,France Travail
Business Analyst (H/F),ALTECA,Vannes,56,CDI,42000.0,2026-02-11,https://candidat.francetravail.fr/offres/recherche/detail/8972077,"RESPONSABILITÉS : En coordination avec les équipes d'un de nos clients grands comptes dans le secteur bancaire sur Vannes, au sein du Pôle Produit ""Moyens de Paiement"", tes missions seront les suivantes : • Interagir avec le Pole Utilisateur pour le recueil des besoins • Elaborer en équipe une réponse fonctionnelle au besoin métier • Affiner, découper et rédiger les récits (User Stories) et les Features (Epics) • Partager les bonnes pratiques et participer à l'harmonisation des pratiques dans la squad • Rédiger la documentation pérenne du produit et les supports de conduite du changement • Rédiger les scénarios de tests et plan de tests (BDD, automatisation, XRAY) • Exécution des tests d'acceptation et de non régression • Réaliser le paramétrage du progiciel • Support ""de niveau 2"" PROFIL RECHERCHÉ : Ton profil : diplômé(e) d'un Bac+5 en Informatique ou en Gestion de projet informatiques (Université ou Ecole d'Ingénieur), tu as au moins 3 ans d'expérience sur un poste similaire et tu sais évoluer en environnement Agile. Une expérience dans le domaine bancaire (idéalement dans le domaine du crédit, de la monétique ou des moyens de paiement) est requise. Ta personnalité : tu es une personne organisée, rigoureux(se), force de proposition, tu disposes d'un bon relationnel et tu aimes le travail en équipe. Tu apprécies et contribues à développer un contexte de travail bienveillant et qui favorise le partage de connaissances. Enfin, tu sais aussi être force de proposition sur les améliorations qualités à apporter. Type de contrat proposé : temps plein | Niveau de poste : confirmé Process de recrutement : ν Caroline ou une personne de l'équipe recrutement IDF / Nord-Ouest te contactera pour un premier échange téléphonique, puis elle te recevra dans le cadre d'un entretien RH. ν Si cet entretien est validé, tu rencontreras alors Aurélie, la Responsable de notre Pôle Fonctionnel, pour un entretien opérationnel. NOS AVANTAGES Transport pris en charge à 75% | Tickets resto pris en charge à 60% | Mutuelle prise en charge à 60% 10 jours de RTT en plus des 25 jours de CP | Mode de travail : hybride | Accès au CSE (billetterie, voyages...) En tant que signataire de la charte de diversité en entreprise, Alteca favorise un environnement de travail inclusif et respectueux de tous. A compétences égales, tous nos postes sont ouverts aux personnes en situation de handicap. Votre chance c'est votre talent, la nôtre c'est de le développer : rejoignez-nous !",,France Travail
Configuration Mangement / Business Analyst - Colomiers (H/F),Confidentiel,Colomiers,31,CDI,,2026-02-10,https://candidat.francetravail.fr/offres/recherche/detail/8967444,"Dans le cadre de l'évolution de nos activités en Gestion de configuration, nous recherchons une personne&#xa0; pouvant adresser les activités suivantes:- Superviser les activités de configuration produit et garantir leur conformité aux exigences clients.-Maîtriser les méthodes de gestion de projet complexe (coûts, délais, ressources, risques)- Accompagner l'équipe commerciale, à identifier des opportunités, à contribuer à la stratégie de développement du Practice Gestion de Configuration -Participer à l'élaboration de propositions commerciales et à la réponse aux appels d'offres.-Contribuer à l'amélioration continue des processus internes.-Assurer une veille sur les évolutions du marché et des besoins clients",,France Travail
Business Analyst IT (H/F),Confidentiel,Boulogne-Billancourt,92,MIS,,2026-02-10,https://candidat.francetravail.fr/offres/recherche/detail/8967113,"En tant que Business Analyst, vous intégrerez le centre de compétence Software où vous interviendrez sur des projets stratégiques à fort enjeu.Missions principalesRecueillir et comprendre les besoins des parties prenantes métierTraduire ces besoins en exigences fonctionnelles claires et compréhensiblesDocumenter et analyser les processus métier actuels&#xa0;Proposer des améliorations ou des optimisations des processusÉvaluer les solutions techniques et logicielles en fonction des besoins métierParticiper à la sélection des solutions logicielles ou des fournisseursConcevoir des systèmes d'information et des architectures en fonction des besoins métierCréer des spécifications techniques pour les développeurs&#xa0;Définir des scénarios de test pour vérifier la conformité des solutions aux exigences métierParticiper à la validation des livrables et à la recetteFaciliter la communication entre les équipes techniques et les parties prenantes métierTenir les parties prenantes informées de l'avancement du projet.Surveiller la performance des systèmes et des processus métier.Proposer des améliorations et des évolutions en fonction des retours d'expérience",,France Travail
Business Analyst - IT - Défense & Sécurité - Ile-de-France (H/F),Confidentiel,Courbevoie,92,CDI,,2026-02-10,https://candidat.francetravail.fr/offres/recherche/detail/8967079,"Le secteur Défense et Sécurité doit relever de nombreux défis : assurer l'efficacité opérationnelle de nos clients, concevoir et mettre à disposition des forces des solutions sécurisées et souveraines dans un contexte où l'excellence et l'innovation font le succès de nos projets année après année.&#xa0;Notre équipe, dynamique et soudée œuvre dans un but commun : accompagner le ministère des Armées,&#xa0;le ministère de la Justice ou le ministère de l'Intérieur&#xa0;pour répondre à ses enjeux capacitaires et stratégiques&#xa0;(Identité numérique, sécurité routière, soutien logistique et numérique des différentes armées, contrôle aux frontières, forces de l'ordre, civil, pénal, pénitentiaire, cybersécuritavec des outils à la pointe de la technologie.&#xa0;Votre rôle et vos missions :Sous la responsabilité d'un/e chef/fe de projet, vous intervenez sur toute la chaîne de valeur du cycle de projet au sein d'une équipe pluridisplinaire, dynamique et soudée.En tant que Business Analyst,Vous participez à la traduction du besoin métier en proximité du client. Vous aidez à l'expression du besoin métier, rédigez le cahier des charges&#xa0;ou les « Users&#xa0;Stories. Vous établissez les spécifications fonctionnelles générales ou détaillées sur la base d'expression de&#xa0;besoins.Vous définissez la stratégie de test, les plans de test puis coordonnez les tests et la recette.Vous intervenez en support des équipes projet lors de la phase de réalisation pour expliquer le besoin métier, guider les développeurs et préciser les solutions.Post livraison vous participez au maintien en condition opérationnelle et accompagnez le métier dans la conduite du changement via la rédaction des documentations utiles au support futur. Vous formez et maintenez à niveau les «&#xa0;Key-users&#xa0;»&#xa0;(relais métiers).Vous êtes garant de la solution et de l'engagement client. Vous participez activement à l'établissement du backlog de la solution et suivez sa réalisation tout au long du projet.&#xa0;&#xa0;Vous pratiquez sur nos projets la méthode agile :&#xa0;Scrum/Kanban/SAFe.Vous serez accompagné par un manager, en proximité, qui vous accompagnera dans vos choix d'orientation et de carrière. Un catalogue de formations certifiantes vous permet d'acquérir ou de perfectionner vos compétences.Au-delà des projets, vous aurez l'opportunité de vous impliquer dans les communautés locales, nationales ou internationales. Les thématiques couvrent un large spectre d'innovations, de technologies ou encore de vie au travail et en dehors (Réserve militaire). De quoi développer de nouvelles aptitudes et satisfaire votre envie de contribuer autrement.&#xa0;",,France Travail
Business Analyst - Défense & Sécurité - Toulouse (H/F),Confidentiel,Toulouse,31,CDI,,2026-02-10,https://candidat.francetravail.fr/offres/recherche/detail/8966960,"Vous souhaitez évoluer dans une entreprise à dimension humaine qui encourage l'innovation, la créativité et la prise de responsabilités ?Vous avez envie de vivre de belles aventures et d'inventer les outils du futur pour la formation virtuelle aux opérations complexes (maintenance, secours au population.) ainsi que l'Hypervision et la conduite d'opérations de protection des populations et de l'environnement.Vous êtes passionné.e par les nouvelles technologies, la réalité virtuelle, augmentée ou étendue, la simulation, les jumeaux numériques, la programmation ?N'hésitez plus et rejoignez nos équipes toulousaines du département Hypervision &amp; Entraînement pour participer activement au développement de nos produits&#xa0;:Crimson, logiciel de supervision et d'aide à la conduite d'opérations (https://www.crimson.eu)VirtualGeo, logiciel de visualisation et d'analyse d'environnements géospatiaux (https://virtual-geo.com)Inscape, Plateforme de création d'expériences en RA/RV (https://www.inscape3d.com)Nous recrutons un/une Business Analyst pour intégrer notre département Hypervision &amp; Entraînement sur Toulouse.&#xa0;Le Business Analyst (BA), ou analyste fonctionnel, est un intermédiaire stratégique entre les équipes métiers et les équipes techniques. Son objectif principal est de comprendre les besoins de l'entreprise/du projet, les formaliser, et accompagner la mise en œuvre de solutions adaptées.Vos missions :&#xa0;Analyse des besoinsRecueillir les besoins métiers via des ateliers, interviews ou observations terrain.Rédiger des cahiers des charges et des spécifications fonctionnelles.Modéliser les processus (BPMN, Visio, Bizagi).Conception de solutionsProposer des solutions fonctionnelles alignées avec les contraintes techniques, réglementaires et budgétaires.Participer à la conception de l'architecture fonctionnelle et à la validation des choix techniques.Suivi de projetCollaborer avec les équipes de développement pour assurer la bonne réalisation des solutions.Participer aux phases de tests (stratégie, exécution, suivi des anomalies).Suivre les mises en production et les incidents.Amélioration continueAnalyser les performances des systèmes et proposer des optimisations.Maintenir une veille métier et technologique pour anticiper les évolutions.Environnement Technique :&#xa0;Gestion de projetJIRA, Confluence, Postman, Swagger, Figma, Azure DevOpsMéthodologies Agile, BDD&#xa0;",,France Travail
Business Analyst IT Retail H/F,Confidentiel,Voiron,38,CDI,,2026-02-10,https://candidat.francetravail.fr/offres/recherche/detail/8966933,"Notre client, entreprise en croissance et leader dans son domaine, recherche un·e Business Analyst - Retail en CDI. Le poste est basé à Voiron, au nord de Grenoble. Engagée dans la modernisation de son système d'information, l'entreprise mène de nombreux projets structurants en IT. Le poste de Business Analyst IT Retail s'inscrit dans cette dynamique, au sein d'un environnement collaboratif orienté évolution et transformation.En tant que Business Analyst IT Retail, vous interviendrez comme référent fonctionnel sur le périmètre Retail, avec un rôle transverse et une forte exposition aux métiers. Vos missions seront les suivantes : Recueillir, analyser et cadrer les besoins métiers via ateliers et interviews Mener une analyse fonctionnelle approfondie, challenger les demandes et prioriser les sujets Retail Rédiger les spécifications fonctionnelles détaillées et documenter les processus Accompagner les équipes de développement : clarification des besoins, suivi des développements et coordination fonctionnelle Piloter les phases de recette : cahiers de tests, exécution, qualification des anomalies et accompagnement des utilisateurs Assurer le suivi des déploiements en magasins et contribuer aux ouvertures, nouvelles offres et évolutions applicatives Conduire le changement : formalisation des process, création de supports et animation de formations auprès des équipes terrain Apporter un support fonctionnel de niveau 3 sur les problématiques IT Retail, en lien avec les équipes internes et prestataires CDI - Statut cadre Variable individuel sur objectif 2 jours de télétravail par semaine Prise en charge à 60% de la mutuelle Tickets restaurant Chèques vacances Titre de transport Prime de participation aux bénéfices Épargne salariale 1 jour de congé pour la Journée Associative CSE.",,France Travail
Harmonie Mutuelle - Business analyst (H/F),Harmonie Mutuelle,Saint-Pierre-des-Corps,37,CDI,,2026-02-10,https://candidat.francetravail.fr/offres/recherche/detail/8966319,"Le poste : En tant que IT Business Analyst, vous intégrez la DSI-Métier, et plus particulièrement ale Centre d'Expertise Production. Vous intervenez dans la cadre de la validation du bon fonctionnement fonctionnel de la plateforme SI. Vous évoluez dans une équipe pluridisciplinaire et participez activement à la transformation digitale d’Harmonie Mutuelle. Rejoignez la communauté tech d’Harmonie Mutuelle ! Vos missions principales : En tant que Business Analyst, et en coordination avec l'équipe : Vous participez à une instance hebdomadaire avec les utilisateurs. Vous contribuez à l'analyse, au suivi et à la coordination des incidents majeurs fonctionnels. Vous animez les points de suivi des incidents Vous êtes facilitateur dans la résolution des incidents. Vous contribuez à la supervision fonctionnelle de la plateforme SI Vous participez aux communications faites aux utilisateurs sur les incidents. Vous serez amené à échanger avec les différentes équipes de DSIM. Vous participez activement à la vie d'équipe et de la DSI-métier (participation aux leagues, communication sur les réalisations dans les instances prévues, etc.) Expérience souhaitée : De formation Bac +3, vous justifiez d'une première expérience réussie de 2 ou 3 ans en tant qu’analyste. Maîtrise des outils : JIRA, Confluence, SQL... Dynatrace serait un plus Capacité à suivre et à piloter plusieurs activités en parallèle Compétence en méthode Agile. Connaissance du métier de la mutuelle ainsi qu'une bonne connaissance fonctionnelle des applications de la DSI métier serait un plus Qualités personnelles : Capacités rédactionnelles et relationnelles : facilité de communication avec des équipes techniques, et des interlocuteurs métiers. Vous êtes curieux de connaitre l'origine d'une anomalie et vous êtes autonome pour la résoudre Vous êtes pragmatique, rigoureux(se) et organisé(e) et êtes reconnu(e) pour vos capacités d'adaptation et force de proposition. Vous êtes captivé(e) par le souci de la qualité de service rendue aux utilisateurs Nos avantages : Accord d’intéressement Télétravail jusqu'à 3 jours par semaine (à partir de 6 mois d'ancienneté) Travail du lundi au vendredi / Horaires flexibles 22,5 jours de RTT par an Carte déjeuner à 9,50 € (60 % pris en charge par l’employeur) et avantages CSE (enveloppes loisirs, culture, avantages vacances…) Forfait mobilité durable : jusqu’à 300 € par an (cumulable avec le remboursement de l’abonnement aux transports en commun, dans la limite de 500 euros au total) Contrat collectif santé et prévoyance Plan d’épargne entreprise, plan d’épargne retraite et compte épargne temps Formation : un parcours complet avec une plateforme d’apprentissage en ligne 2 jours d'engagement solidaire par an au profit d’associations",,France Travail
Business Analyst - Offre F/H (H/F),Confidentiel,Saint-Ouen-sur-Seine,93,CDI,,2026-02-10,https://candidat.francetravail.fr/offres/recherche/detail/8963668,"normal de découvrir nos offres ! Rejoins la team en tant que Business Analyst - Offre et achat ! Ce que tu seras amené.e à faire : * Accompagner le Merchandise planner dans l'accomplissement de ses missions sur le périmètre celio et celio women * Analyser la structure de collection par département, durée de vie, cluster magasin et fashion scale * Prix de ventes : analyser du marché et suivi de l'évolution du prix de vente par période et par saison * Analyser les mises en avant magasin * Participation à l'évolution des outils * Analyse de la data client Titulaire d'un master spécialisé en finance et / ou achat, tu diposes d'une expérience réussie de minimum 2 ans sur un poste similaire. Excel n'a plus de secret pour toi. Tu as une appétence pour les outils BI. Tu es autonome, rigoureux.se et flexible. Tu es reconnu.e pour ton esprit de synthèse et ta capacité à challenger tes interlocuteurs. Chez celio, nous croyons que chaque individu apporte une saveur unique à notre équipe et reflète la diversité de nos client.e.s. Nous offrons donc les mêmes opportunités d'accès à l'emploi sans distinction de genre, d'ethnicité, de religion, d'orientation sexuelle, de statut social, de handicap et d'âge. Rejoins-nous pour une aventure professionnelle diverse et inclusive. Normal d'être tous différent.e.s et de se sentir inclus.e.s. Alors relève le défi et rejoins-nous !",,France Travail
Business analyst (H/F),Confidentiel,Niort,79,CDI,40000.0,2026-02-05,https://candidat.francetravail.fr/offres/recherche/detail/8739109,"Description du poste : Votre rôle : un maillon essentiel entre métier et technique En tant que Business Analyst Technique, vous serez au cœur des projets pour transformer les besoins métiers en solutions performantes et adaptées. Vos missions Comprendre et structurer : Recueillir les besoins, rédiger des spécifications techniques et fonctionnelles, modéliser les processus. * Concevoir et piloter : Élaborer des solutions techniques, rédiger des user stories, gérer un backlog produit. * Coordonner et tester : Assurer l'interface entre les métiers et les développeurs, suivre les développements, valider les livrables. * Optimiser et innover : Analyser les performances et proposer des évolutions pour améliorer les process. Description du profil : Ce que nous recherchons Formation et Expérience : Bac+5 apprécié, certifications bienvenues (PSPO, SAFe, ISTQB). Une première expérience en tant que Business Analyst technique est demandée. Une expérience dans le secteur de la banque ou de l'assurance serait un plus. Compétences techniques Architecture logicielle et API REST * Modélisation UML/BPMN * Méthodologies Agile (Scrum) * Bases de données (SQL, NoSQL) * Expérience en développement (Java, Spring Boot, ReactJS, Python) est un plus * Outils de gestion de projet (JIRA, Confluence, Trello) Compétences fonctionnelles et soft skills Esprit analytique et capacité de synthèse * Excellent relationnel et aptitude à vulgariser * Organisation et gestion multi-projets * Une connaissance du domaine de l'assurance est un plus * Curiosité, autonomie, sens du service et joie de vivre obligatoire Pourquoi nous rejoindre Avantages sociaux : Titres restaurant, mutuelle prise en charge à 100% * Un cadre de travail chaleureux : Bureaux situés dans une maison familiale, offrant un environnement convivial et propice aux échanges. * Un esprit d'équipe fort : Afterworks mensuels, temps déchange réguliers pour souder les équipes * Accessibilité : Parking facile, transports en commun gratuits Envie de nous rejoindre ? Envoyez votre CV et discutons ensemble de votre avenir dans une équipe qui vous ressemble !",,France Travail
